id,vendor_id,pickup_time,dropoff_time,passenger_count,pickup_long,pickup_lat,dropoff_long,dropoff_lat,store_and_fwd_flag,trip_duration
id3599423,1,1/1/16 7:02,1/1/16 7:29,3,-73.98176575,40.77335358,-73.78572845,40.64534378,N,1600
id0811157,2,1/1/16 7:03,1/1/16 7:22,1,-73.98394775,40.74296188,-73.90912628,40.77497101,N,1155
id0208925,2,1/1/16 7:04,1/1/16 7:05,1,-73.98719788,40.73321152,-73.98428345,40.73772812,N,106
id1325573,2,1/1/16 7:05,1/1/16 7:10,5,-73.96898651,40.75688934,-73.96044922,40.76380157,N,311
id2484005,2,1/1/16 7:06,1/1/16 7:14,6,-73.98156738,40.74032593,-73.99339294,40.72202301,N,454
id2216896,2,1/1/16 7:07,1/1/16 7:39,2,-73.78806305,40.64185333,-73.95882416,40.67177582,N,1958
id3724566,1,1/1/16 7:07,1/1/16 7:12,1,-73.98072815,40.76995087,-73.99985504,40.75490189,N,282
id3542875,1,1/1/16 7:07,1/1/16 7:13,1,-73.92753601,40.764431,-73.91159821,40.77053452,N,391
id0281467,2,1/1/16 7:08,1/1/16 7:10,1,-73.94216919,40.7910347,-73.94638824,40.78229523,N,130
id1817463,1,1/1/16 7:09,1/1/16 7:15,1,-73.98817444,40.77474213,-73.96794891,40.80118942,N,329
id0394278,2,1/1/16 7:09,1/1/16 7:12,2,-73.95709991,40.77474594,-73.94993591,40.78727341,N,171
id1229501,2,1/1/16 7:10,1/1/16 7:20,4,-73.98348999,40.73830032,-73.94866943,40.78749847,N,555
id1666200,1,1/1/16 7:10,1/1/16 7:33,1,-73.77680206,40.64551926,-73.97724152,40.74452591,N,1374
id0117261,1,1/1/16 7:10,1/1/16 7:25,2,-73.97034454,40.75592804,-73.90720367,40.77624512,N,895
id0745801,2,1/1/16 7:11,1/1/16 7:20,1,-73.97124481,40.758358,-73.93943787,40.80192566,N,583
id1013736,1,1/1/16 7:11,1/1/16 7:27,1,-73.92922974,40.73653412,-73.77871704,40.64502716,N,963
id3230442,1,1/1/16 7:11,1/1/16 7:18,1,-73.99584961,40.76473999,-73.9597168,40.76776123,N,400
id0627287,2,1/1/16 7:11,1/1/16 7:15,2,-73.9628067,40.67321014,-73.95059967,40.66955185,N,234
id2570620,2,1/1/16 7:12,1/1/16 7:37,1,-73.98126221,40.71440887,-73.89427948,40.82104111,N,1496
id1688614,2,1/1/16 7:15,1/1/16 7:23,1,-73.99154663,40.74938583,-73.99481964,40.76438904,N,462
id0868390,2,1/1/16 7:15,1/1/16 7:17,1,-73.97982788,40.78134918,-73.97337341,40.79124832,N,129
id0560825,2,1/1/16 7:16,1/1/16 7:29,1,-74.00008392,40.71976852,-73.94074249,40.71183014,N,785
id2666098,1,1/1/16 7:16,1/1/16 7:33,2,-73.96257782,40.71262741,-73.9079361,40.68356323,N,1026
id2502063,2,1/1/16 7:16,1/1/16 7:24,5,-73.97616577,40.78847885,-73.99299622,40.75743866,N,439
id0826189,2,1/1/16 7:16,1/1/16 7:42,1,-73.99452972,40.76088715,-73.94213104,40.71546173,N,1565
id3837081,2,1/1/16 7:17,1/1/16 7:42,1,-73.98677826,40.76132965,-73.99667358,40.66184235,N,1511
id3266886,2,1/1/16 7:17,1/1/16 7:43,1,-74.01526642,40.71628571,-73.8067627,40.65288925,N,1578
id2728794,1,1/1/16 7:18,1/1/16 7:27,1,-73.99501038,40.76608658,-73.97322845,40.75531006,N,527
id2247392,2,1/1/16 7:18,1/1/16 7:39,1,-73.96807861,40.80107117,-73.99767303,40.72224045,N,1258
id2912194,2,1/1/16 7:18,1/1/16 7:38,2,-73.97019958,40.75600815,-73.85341644,40.72552109,N,1191
id2870648,2,1/1/16 7:19,1/1/16 7:55,1,-74.00673676,40.74910736,-73.90511322,40.83458328,N,2166
id3180380,1,1/1/16 7:20,1/1/16 7:28,1,-73.9427948,40.7903862,-73.96392822,40.77370834,N,441
id3120212,2,1/1/16 7:21,1/1/16 7:35,5,-73.98820496,40.77460861,-73.90591431,40.87945175,N,821
id1035821,2,1/1/16 7:22,1/1/16 7:25,5,-73.9908905,40.75575638,-73.99208832,40.74926376,N,212
id2412221,1,1/1/16 7:22,1/1/16 7:28,1,-73.98555756,40.76365662,-73.97751617,40.75309372,N,387
id1116959,1,1/1/16 7:22,1/1/16 7:36,1,-73.97576904,40.73562622,-73.91293335,40.77774811,N,847
id3404604,1,1/1/16 7:23,1/1/16 7:31,1,-73.9522171,40.77724457,-73.97382355,40.73868942,N,448
id3005659,2,1/1/16 7:24,1/1/16 7:47,2,-73.9822998,40.7649498,-73.88916016,40.87363052,N,1370
id0114478,1,1/1/16 7:26,1/1/16 7:44,1,-73.90472412,40.6817627,-73.97812653,40.66776657,N,1090
id3048677,1,1/1/16 7:27,1/1/16 7:33,1,-73.99406433,40.7354126,-73.97967529,40.7615242,N,392
id1968941,1,1/1/16 7:27,1/1/16 7:37,1,-73.9901123,40.76690674,-73.98001862,40.74336624,N,556
id2971431,2,1/1/16 7:28,1/1/16 7:37,1,-73.98487854,40.72804642,-73.955513,40.70835876,N,553
id0162285,2,1/1/16 7:29,1/1/16 7:30,1,-73.9954071,40.74430084,-74.00169373,40.735569,N,77
id0911337,1,1/1/16 7:30,1/1/16 7:47,1,-73.90257263,40.85365677,-73.9100647,40.8884697,N,1047
id1046508,1,1/1/16 7:32,1/1/16 7:51,1,-74.00092316,40.73157883,-73.92975616,40.70206451,N,1149
id3357147,1,1/1/16 7:32,1/1/16 7:46,1,-73.94989777,40.78463364,-73.88814545,40.74524307,N,825
id2387284,2,1/1/16 7:33,1/1/16 7:43,1,-73.94248962,40.78639984,-73.97872925,40.78506851,N,573
id1522058,2,1/1/16 7:34,1/1/16 7:51,6,-73.95578003,40.77148056,-73.86771393,40.75733948,N,1048
id0263284,1,1/1/16 7:36,1/1/16 7:39,1,-73.96694183,40.78860855,-73.95918274,40.79933929,N,188
id1499217,2,1/1/16 7:36,1/1/16 7:47,1,-73.9938736,40.76719284,-73.9764328,40.7493248,N,667
id1975329,2,1/1/16 7:36,1/1/16 7:59,1,-73.97673798,40.7467308,-73.97782898,40.75566101,N,1405
id1628131,2,1/1/16 7:36,1/1/16 8:11,1,-73.99887085,40.73933792,-74.00915527,40.63533783,N,2089
id2068181,1,1/1/16 7:37,1/1/16 7:38,1,-73.96302795,40.75873947,-73.95888519,40.76465607,N,73
id3423312,1,1/1/16 7:37,1/1/16 7:44,1,-73.94676971,40.74803162,-73.92527008,40.77302933,N,407
id1856055,1,1/1/16 7:39,1/1/16 7:43,1,-73.96320343,40.77516174,-73.95404816,40.78983307,N,219
id1917239,2,1/1/16 7:39,1/1/16 7:56,1,-73.99951172,40.73826981,-73.94100189,40.83636093,N,992
id3729801,2,1/1/16 7:40,1/1/16 7:45,1,-73.94944763,40.78528976,-73.9666214,40.76145172,N,284
id3509259,2,1/1/16 7:40,1/1/16 7:44,1,-73.9932251,40.76195908,-73.99649048,40.74847794,N,223
id3729530,2,1/1/16 7:42,1/1/16 7:51,1,-74.00193024,40.71912003,-73.99320984,40.75815964,N,557
id0260371,2,1/1/16 7:42,1/1/16 7:48,1,-73.98806763,40.73173141,-73.95755768,40.77196884,N,397
id3086589,1,1/1/16 7:44,1/1/16 7:48,2,-73.95559692,40.77955246,-73.95235443,40.78997803,N,234
id1263902,1,1/1/16 7:45,1/1/16 7:53,1,-73.98847198,40.7274704,-74.00252533,40.73365021,N,461
id1723744,1,1/1/16 7:47,1/1/16 7:49,1,-73.99246216,40.68982315,-73.99961853,40.68832779,N,160
id1053687,1,1/1/16 7:47,1/1/16 7:55,1,-73.9863205,40.7678566,-73.98009491,40.74666214,N,443
id3758976,2,1/1/16 7:47,1/1/16 7:50,1,-73.95900726,40.81451035,-73.95391846,40.81874847,N,171
id0646553,1,1/1/16 7:49,1/1/16 7:49,1,-73.94512939,40.75251389,-73.94864655,40.7537384,N,24
id3547037,1,1/1/16 7:49,1/1/16 7:59,1,-73.97811127,40.68992233,-73.95431519,40.70275116,N,599
id2898930,2,1/1/16 7:49,1/1/16 8:01,1,-73.99987793,40.72864151,-73.97395325,40.74815369,N,694
id1336271,1,1/1/16 7:50,1/1/16 8:19,4,-73.78947449,40.64360046,-73.99015045,40.75633621,N,1790
id3714621,1,1/1/16 7:51,1/1/16 7:53,1,-73.96987915,40.79489136,-73.96199799,40.80570984,N,118
id0107658,1,1/1/16 7:52,1/1/16 8:00,1,-73.9812088,40.78163528,-73.97767639,40.753685,N,489
id2709974,2,1/1/16 7:53,1/1/16 8:13,1,-73.99245453,40.71489334,-73.91632843,40.68819427,N,1201
id0768977,1,1/1/16 7:54,1/1/16 8:15,1,-73.88121796,40.75590897,-73.84043121,40.6870079,N,1300
id1659356,2,1/1/16 7:54,1/1/16 8:06,5,-73.98828888,40.73165131,-73.97924042,40.77199173,N,711
id1474978,2,1/1/16 7:55,1/1/16 8:02,1,-73.99230957,40.76985168,-73.97766113,40.75125885,N,451
id0286535,1,1/1/16 7:55,1/1/16 7:59,1,-73.97386169,40.74397659,-73.98486328,40.74748993,N,261
id3988249,2,1/1/16 7:58,1/1/16 8:10,1,-73.97445679,40.76438904,-73.94709778,40.72176743,N,731
id1953093,1,1/1/16 7:58,1/1/16 8:28,3,-73.77674103,40.64541245,-73.97153473,40.68714142,N,1757
id3351779,2,1/1/16 8:00,1/1/16 8:24,2,-73.78967285,40.64738083,-73.96366882,40.75765991,N,1437
id2947558,1,1/1/16 8:01,1/1/16 8:11,1,-73.98512268,40.72740555,-74.01548767,40.70950699,N,601
id2339681,1,1/1/16 8:01,1/1/16 8:08,1,-74.00111389,40.73164749,-73.99723816,40.71673584,N,435
id0986416,2,1/1/16 8:02,1/1/16 8:05,1,-73.96102142,40.76060104,-73.95207214,40.77283478,N,181
id3850149,2,1/1/16 8:02,1/1/16 8:35,5,-73.77677155,40.64561844,-73.90509033,40.84919739,N,1965
id2042778,2,1/1/16 8:02,1/1/16 8:04,6,-73.98260498,40.75094604,-73.98957825,40.74010086,N,124
id1588776,2,1/1/16 8:04,1/1/16 8:11,2,-73.9701004,40.76005936,-73.98963928,40.75717163,N,450
id0347841,1,1/1/16 8:04,1/1/16 8:27,1,-73.99319458,40.74902725,-73.94592285,40.6934433,N,1361
id3630320,2,1/1/16 8:07,1/1/16 8:26,2,-74.00814056,40.70589066,-73.97766876,40.78688049,N,1171
id1697928,2,1/1/16 8:07,1/1/16 8:44,5,-73.99103546,40.76622009,-73.90808868,40.67724991,N,2244
id1076868,1,1/1/16 8:08,1/1/16 8:08,1,-73.82845306,40.88804626,-73.8296051,40.8891449,N,22
id3590106,2,1/1/16 8:08,1/1/16 8:36,6,-73.99326324,40.74717331,-73.78237152,40.64871979,N,1728
id0336589,2,1/1/16 8:08,1/1/16 8:20,1,-73.96820831,40.79673386,-73.94371033,40.83280182,N,748
id0713250,1,1/1/16 8:09,1/1/16 8:12,1,-73.95333862,40.79005051,-73.96266937,40.79418182,N,168
id2604488,2,1/1/16 8:10,1/1/16 8:18,1,-74.00161743,40.74094772,-73.9980545,40.7640152,N,479
id2144403,1,1/1/16 8:10,1/1/16 8:41,2,-73.95793152,40.77184296,-73.78233337,40.64879227,N,1843
id3555113,1,1/1/16 8:10,1/1/16 8:22,1,-73.95524597,40.7792778,-73.95456696,40.82338333,N,753
id3334832,2,1/1/16 8:10,1/1/16 8:15,5,-73.96343231,40.76760483,-73.97941589,40.77259827,N,273
id2125315,1,1/1/16 8:11,1/1/16 8:14,1,-73.95568085,40.77936935,-73.94858551,40.7908287,N,222
id0499979,2,1/1/16 8:11,1/1/16 8:38,1,-73.86338043,40.77075958,-73.96569061,40.80480194,N,1644
id3020335,2,1/1/16 8:11,1/1/16 8:14,1,-73.94844055,40.77432632,-73.95520782,40.77928162,N,200
id0550374,2,1/1/16 8:11,1/1/16 8:14,1,-73.92635345,40.77183533,-73.94174194,40.75485992,N,185
id1855947,1,1/1/16 8:11,1/1/16 8:15,1,-74.00400543,40.74801254,-73.98872375,40.75928116,N,229
id3704399,1,1/1/16 8:12,1/1/16 8:28,1,-73.94845581,40.77408218,-73.86415863,40.76979828,N,953
id3254857,2,1/1/16 8:12,1/1/16 8:21,1,-73.97997284,40.73231125,-73.95700836,40.76638031,N,528
id0182773,2,1/1/16 8:12,1/1/16 8:43,6,-73.78256989,40.64703751,-73.96952057,40.79803848,N,1825
id3566377,1,1/1/16 8:15,1/1/16 8:28,2,-73.98498535,40.77885818,-73.94321442,40.78693771,N,815
id1970179,1,1/1/16 8:16,1/1/16 8:30,1,-73.98381805,40.73026657,-73.99085236,40.76018143,N,864
id3381035,2,1/1/16 8:16,1/1/16 8:22,1,-73.95668793,40.76702118,-73.9753952,40.75187683,N,337
id0711505,2,1/1/16 8:17,1/1/16 8:28,2,-73.99461365,40.7659111,-73.95002747,40.78969955,N,715
id2513621,2,1/1/16 8:18,1/1/16 8:20,2,-73.96974945,40.75689316,-73.96639252,40.76086044,N,125
id3851101,1,1/1/16 8:18,1/1/16 8:41,1,-73.98418427,40.7667923,-73.87200928,40.77193069,N,1402
id0908915,2,1/1/16 8:18,1/1/16 8:50,2,-73.98446655,40.74113083,-73.78262329,40.64411163,N,1941
id2605138,2,1/1/16 8:18,1/1/16 8:52,1,-73.78942108,40.64725113,-73.91497803,40.88954926,N,2023
id3347977,1,1/1/16 8:18,1/1/16 8:28,1,-73.95329285,40.77980423,-73.98108673,40.7533989,N,569
id3636532,1,1/1/16 8:18,1/1/16 8:32,2,-73.99356079,40.74552917,-73.8702774,40.77279282,N,807
id0923943,2,1/1/16 8:18,1/1/16 8:23,1,-73.97457123,40.79330826,-73.97802734,40.77893829,N,301
id2940458,1,1/1/16 8:19,1/1/16 8:24,1,-73.96312714,40.79434967,-73.94963837,40.7855835,Y,306
id2859002,1,1/1/16 8:19,1/1/16 8:25,1,-73.9979248,40.72587585,-73.98229218,40.71964264,N,356
id2229061,2,1/1/16 8:20,1/1/16 8:37,4,-73.99134827,40.7466011,-73.87268066,40.77435684,N,1037
id0714873,1,1/1/16 8:20,1/1/16 8:30,1,-73.94228363,40.84192276,-73.96188354,40.79438019,N,592
id3093961,2,1/1/16 8:20,1/1/16 8:22,1,-73.96349335,40.76583862,-73.95465851,40.7782135,N,122
id1369187,1,1/1/16 8:21,1/1/16 8:34,1,-73.98110962,40.78440094,-74.01391602,40.71390152,N,834
id2423312,1,1/1/16 8:21,1/1/16 8:29,1,-73.97999573,40.77050781,-73.97386169,40.79146194,N,465
id1450159,1,1/1/16 8:22,1/1/16 8:30,1,-73.98558044,40.72190857,-73.94122314,40.72325897,N,495
id0544150,1,1/1/16 8:23,1/1/16 8:29,1,-73.9592514,40.80923462,-73.97562408,40.7890892,N,355
id2072591,2,1/1/16 8:23,1/1/16 8:29,6,-73.96842957,40.75912094,-73.94149017,40.75,N,363
id1470891,2,1/1/16 8:27,1/1/16 8:31,2,-73.96669769,40.76456833,-73.96463013,40.77299881,N,251
id1471510,2,1/1/16 8:27,1/1/16 8:35,2,-74.00009155,40.6783638,-73.97140503,40.68581772,N,475
id1521751,1,1/1/16 8:31,1/1/16 8:38,1,-73.94680023,40.74925995,-73.91966248,40.75403976,N,460
id0835328,2,1/1/16 8:31,1/1/16 8:43,1,-73.98150635,40.78115082,-73.97769928,40.75299835,N,692
id0744993,2,1/1/16 8:32,1/1/16 8:35,1,-73.99120331,40.73905945,-74.00160217,40.73588943,N,237
id1527213,2,1/1/16 8:32,1/1/16 8:37,1,-73.9810791,40.7693634,-73.99147034,40.75054169,N,295
id2253050,2,1/1/16 8:32,1/1/16 8:34,6,-73.99764252,40.75676727,-73.99565887,40.76452637,N,139
id1521615,1,1/1/16 8:32,1/1/16 8:41,1,-73.97239685,40.79322052,-73.9907074,40.76098251,N,534
id1404359,1,1/1/16 8:33,1/1/16 8:52,1,-73.99243164,40.71399689,-73.82247925,40.76600266,N,1144
id0428875,2,1/1/16 8:34,1/1/16 8:58,1,-73.95176697,40.75944138,-73.79032898,40.64672852,N,1423
id2203392,2,1/1/16 8:35,1/1/16 8:46,1,-73.98039246,40.78535843,-73.95388031,40.76676178,N,688
id2486924,2,1/1/16 8:36,1/1/16 8:37,2,-73.98616028,40.75799561,-73.99151611,40.75005341,N,85
id3540224,2,1/1/16 8:36,1/1/16 8:41,1,-73.98070526,40.74468613,-73.99169159,40.74980164,N,276
id3211490,1,1/1/16 8:37,1/1/16 8:41,1,-73.99687195,40.76366043,-73.99196625,40.75801849,N,237
id0897786,1,1/1/16 8:38,1/1/16 8:41,1,-73.95372009,40.7788353,-73.94517517,40.79930115,N,232
id2797737,2,1/1/16 8:38,1/1/16 8:46,1,-73.97416687,40.73126602,-73.95256042,40.71080399,N,498
id1588462,2,1/1/16 8:39,1/1/16 8:42,1,-73.94480133,40.75140381,-73.92738342,40.74206161,N,189
id1869578,2,1/1/16 8:39,1/1/16 8:46,5,-73.98030853,40.72224045,-74.00443268,40.72375107,N,458
id2025365,1,1/1/16 8:40,1/1/16 8:54,3,-73.97212219,40.75777817,-74.01030731,40.71024323,N,853
id1540946,2,1/1/16 8:41,1/1/16 8:44,1,-73.9254303,40.77302551,-73.9254303,40.77302551,N,192
id0116939,1,1/1/16 8:41,1/1/16 8:46,1,-73.94631958,40.77718353,-73.95773315,40.76144028,N,277
id1043436,1,1/1/16 8:43,1/1/16 8:51,2,-73.97168732,40.79485321,-73.98757172,40.76548386,N,467
id3775561,1,1/1/16 8:44,1/1/16 8:49,1,-73.98435211,40.72496796,-73.98947144,40.73458862,N,302
id3445004,1,1/1/16 8:47,1/1/16 8:52,1,-73.98944092,40.73404312,-73.99039459,40.75682831,N,317
id1179747,2,1/1/16 8:47,1/1/16 9:12,2,-73.86958313,40.74940491,-73.76985168,40.6690712,N,1443
id2368608,2,1/1/16 8:48,1/1/16 8:51,1,-73.95752716,40.6907196,-73.94873047,40.69301987,N,176
id2782098,2,1/1/16 8:48,1/1/16 8:52,1,-73.94924164,40.77274323,-73.94569397,40.78198242,N,210
id3551832,2,1/1/16 8:48,1/1/16 8:59,1,-73.98787689,40.73833847,-73.99063873,40.76514053,N,657
id0276321,2,1/1/16 8:49,1/1/16 8:59,1,-74.00955963,40.70647812,-73.99373627,40.74853516,N,620
id2689056,2,1/1/16 8:49,1/1/16 8:57,6,-73.96260071,40.7996521,-73.95437622,40.8247261,N,456
id2519710,2,1/1/16 8:50,1/1/16 9:12,1,-73.77667236,40.64526367,-73.94661713,40.63262939,N,1323
id3782273,2,1/1/16 8:51,1/1/16 9:20,1,-73.79013062,40.64696121,-73.93816376,40.66389847,N,1712
id1994903,1,1/1/16 8:52,1/1/16 9:01,1,-73.9982605,40.72266769,-73.97924805,40.71898651,N,503
id1406936,2,1/1/16 8:53,1/1/16 9:00,1,-73.98895264,40.72690964,-73.99398804,40.74121857,N,419
id3125485,1,1/1/16 8:53,1/1/16 8:58,1,-74.00154114,40.73589325,-73.98844147,40.73762131,N,313
id2281577,1,1/1/16 8:53,1/1/16 9:05,2,-74.01576233,40.71102524,-73.97712708,40.75230789,N,723
id0316566,1,1/1/16 8:53,1/1/16 9:15,4,-74.01714325,40.70530701,-73.97646332,40.7661438,N,1304
id2677023,2,1/1/16 8:54,1/1/16 8:56,1,-73.9810257,40.77963257,-73.97229767,40.78689194,N,142
id1912759,2,1/1/16 8:54,1/1/16 9:02,5,-73.9901886,40.71451187,-73.99108124,40.73522186,N,474
id3662337,2,1/1/16 8:55,1/1/16 8:58,1,-73.99713898,40.73667908,-73.99192047,40.74971008,N,140
id3336341,2,1/1/16 8:56,1/1/16 9:11,5,-73.86180115,40.76950836,-73.95449066,40.76567841,N,896
id1223708,2,1/1/16 8:59,1/1/16 9:21,6,-73.98908234,40.75831985,-73.87090302,40.77408981,N,1282
id3753369,1,1/1/16 9:00,1/1/16 9:01,1,-73.95401764,40.76630783,-73.95640564,40.76585007,N,66
id3048229,2,1/1/16 9:00,1/1/16 9:02,5,-73.98401642,40.69525528,-73.97874451,40.69047546,N,107
id2404811,1,1/1/16 9:05,1/1/16 9:08,1,-73.97904205,40.78525162,-73.98226929,40.77590179,N,199
id2282092,2,1/1/16 9:05,1/1/16 9:13,1,-73.95407104,40.77473068,-73.97392273,40.76300812,N,458
id0417465,2,1/1/16 9:06,1/1/16 9:17,1,-73.96442413,40.80733109,-73.95807648,40.77615738,N,692
id0560337,2,1/1/16 9:06,1/1/16 9:26,1,-73.97875977,40.74798203,-73.78990173,40.64320374,N,1198
id1016939,1,1/1/16 9:07,1/1/16 9:14,2,-73.92586517,40.77243805,-73.88619995,40.76653671,N,438
id0131329,1,1/1/16 9:08,1/1/16 9:25,1,-73.98844147,40.76420975,-73.93843079,40.80305862,N,993
id0966997,1,1/1/16 9:09,1/1/16 9:28,1,-73.99080658,40.75001526,-73.98973083,40.72103119,N,1141
id2883546,2,1/1/16 9:09,1/1/16 9:20,1,-73.99167633,40.74990082,-73.98735046,40.69605637,N,632
id1779927,1,1/1/16 9:10,1/1/16 9:15,2,-73.99960327,40.72707748,-73.99633026,40.74576187,N,321
id1289328,1,1/1/16 9:11,1/1/16 9:16,2,-73.99382782,40.75283432,-73.97637939,40.76510239,N,324
id3823179,2,1/1/16 9:12,1/1/16 9:13,2,-73.97782135,40.78900146,-73.97869873,40.79156113,N,91
id3659687,2,1/1/16 9:12,1/1/16 9:22,1,-73.99495697,40.7180481,-73.99040222,40.75708008,N,594
id3451274,1,1/1/16 9:12,1/1/16 9:15,1,-73.96886444,40.63970566,-73.97187042,40.65039825,N,197
id0095358,1,1/1/16 9:12,1/1/16 9:30,1,-73.97478485,40.74443817,-73.78347778,40.64374542,N,1079
id3061568,2,1/1/16 9:13,1/1/16 9:23,1,-73.93636322,40.79902267,-73.96923828,40.76377106,N,592
id1764441,2,1/1/16 9:14,1/1/16 9:18,2,-73.98135376,40.74134827,-73.99211884,40.74921036,N,258
id3201541,1,1/1/16 9:15,1/1/16 9:20,1,-73.92314148,40.7556572,-73.91182709,40.75967026,N,314
id0966527,2,1/1/16 9:16,1/1/16 9:23,2,-73.97432709,40.7587204,-73.9889679,40.75638962,N,387
id3177341,1,1/1/16 9:17,1/1/16 9:45,2,-74.0091095,40.72990417,-73.77848053,40.64499664,N,1700
id1637820,1,1/1/16 9:17,1/1/16 9:41,1,-73.98740387,40.76065445,-73.86778259,40.89905548,N,1441
id3441946,1,1/1/16 9:20,1/1/16 9:40,1,-73.87312317,40.77417374,-73.9859314,40.75074768,N,1243
id1624508,2,1/1/16 9:21,1/1/16 9:27,2,-73.98866272,40.75891876,-73.97377014,40.76430511,N,350
id0555102,1,1/1/16 9:23,1/1/16 9:29,1,-73.98760223,40.76046371,-73.9770813,40.74973679,N,350
id1378098,1,1/1/16 9:23,1/1/16 9:41,1,-73.95170593,40.76942444,-73.97241974,40.79403305,N,1060
id3426822,1,1/1/16 9:24,1/1/16 9:25,1,-73.97859955,40.7409935,-73.98337555,40.73446274,N,63
id3331343,1,1/1/16 9:28,1/1/16 9:29,1,-73.96481323,40.75992966,-73.97100067,40.75140381,N,86
id3266058,2,1/1/16 9:28,1/1/16 9:46,6,-73.99179077,40.7467804,-73.86180115,40.76845169,N,1079
id0470189,2,1/1/16 9:28,1/1/16 9:51,5,-73.99338531,40.72170639,-73.90281677,40.69117737,N,1374
id3145520,2,1/1/16 9:28,1/1/16 9:32,1,-74.0039978,40.7421608,-73.99153137,40.74649811,N,233
id3431318,2,1/1/16 9:31,1/1/16 9:35,5,-74.0014801,40.74133682,-73.99694824,40.75457382,N,250
id3160312,2,1/1/16 9:33,1/1/16 9:37,3,-73.98691559,40.76647186,-73.99666595,40.76346207,N,254
id3908165,1,1/1/16 9:34,1/1/16 9:40,2,-74.00045776,40.73057938,-73.99507904,40.74988556,N,374
id2807217,2,1/1/16 9:34,1/1/16 9:47,1,-73.934021,40.76293945,-73.88296509,40.75576401,N,766
id0348094,1,1/1/16 9:34,1/1/16 9:47,1,-73.95258331,40.77827835,-73.99416351,40.74842834,N,761
id3251755,2,1/1/16 9:37,1/1/16 9:45,2,-73.97177124,40.75535583,-73.99121094,40.75018692,N,498
id1636639,2,1/1/16 9:37,1/1/16 9:46,1,-73.94915771,40.78130722,-73.98318481,40.77924728,N,531
id1435721,1,1/1/16 9:38,1/1/16 10:09,2,-73.98886108,40.71665955,-73.74521637,40.66494751,N,1835
id2451957,2,1/1/16 9:38,1/1/16 9:41,6,-73.96463776,40.76388931,-73.97185516,40.75706863,N,160
id1548956,2,1/1/16 9:38,1/1/16 9:53,1,-73.98531342,40.74457932,-73.87332916,40.7743187,N,873
id3336015,2,1/1/16 9:39,1/1/16 9:44,3,-73.95487976,40.77756882,-73.96687317,40.77074814,N,339
id3172495,2,1/1/16 9:39,1/1/16 10:00,1,-73.99512482,40.74981689,-73.94623566,40.81885147,N,1293
id2495938,1,1/1/16 9:39,1/1/16 9:47,2,-73.99703979,40.72229004,-73.99211884,40.74918747,N,497
id3612130,2,1/1/16 9:41,1/1/16 9:49,1,-73.95097351,40.70583344,-73.99160767,40.71972656,N,443
id0540140,1,1/1/16 9:42,1/1/16 10:00,2,-73.86367798,40.76979828,-73.98525238,40.73741913,N,1108
id1812615,1,1/1/16 9:42,1/1/16 9:44,1,-73.97016907,40.79437637,-73.96413422,40.80153275,N,94
id1133789,2,1/1/16 9:43,1/1/16 9:47,1,-73.97934723,40.7357254,-73.97419739,40.74662781,N,226
id2994136,1,1/1/16 9:43,1/1/16 9:50,1,-73.98829651,40.76430511,-73.99997711,40.73865128,N,394
id2038582,1,1/1/16 9:43,1/1/16 9:45,2,-73.97999573,40.74561691,-73.97976685,40.74311066,N,91
id0421862,2,1/1/16 9:44,1/1/16 9:46,6,-73.94915009,40.78765106,-73.95631409,40.78166199,N,176
id0713074,2,1/1/16 9:45,1/1/16 9:49,2,-73.98403931,40.73759842,-73.97695923,40.75170898,N,266
id2918266,2,1/1/16 9:45,1/1/16 9:47,1,-73.9593277,40.69057083,-73.97064209,40.68700027,N,104
id1246712,1,1/1/16 9:47,1/1/16 9:55,1,-73.99771118,40.75663376,-73.98482513,40.74201965,N,485
id2987313,2,1/1/16 9:47,1/1/16 9:49,1,-73.99407196,40.75128174,-73.99429321,40.75852585,N,166
id3336674,2,1/1/16 9:48,1/1/16 10:02,2,-73.94962311,40.77180099,-73.98858643,40.75030518,N,868
id0448144,1,1/1/16 9:49,1/1/16 9:54,1,-73.9920578,40.74869919,-74.00178528,40.73768997,N,271
id0678060,2,1/1/16 9:51,1/1/16 9:54,2,-73.97903442,40.78504181,-73.97145081,40.79498672,N,213
id0041855,1,1/1/16 9:51,1/1/16 10:14,3,-73.99968719,40.72699738,-73.97164154,40.86894226,N,1347
id1063807,2,1/1/16 9:52,1/1/16 10:12,1,-73.97637939,40.74417877,-73.77835846,40.64496994,N,1205
id3304084,1,1/1/16 9:52,1/1/16 10:00,1,-73.95041656,40.78685379,-73.96786499,40.7556076,N,470
id0064388,2,1/1/16 9:52,1/1/16 9:54,3,-73.98156738,40.75291061,-73.98491669,40.74790955,N,102
id3835568,2,1/1/16 9:53,1/1/16 10:03,5,-73.9611969,40.76892471,-73.99097443,40.73982239,N,601
id2197641,1,1/1/16 9:53,1/1/16 10:11,4,-73.8636322,40.76994324,-73.98239136,40.73135757,N,1068
id0481550,1,1/1/16 9:54,1/1/16 10:14,1,-73.97835541,40.76264954,-74.0167923,40.70471191,N,1217
id1763769,2,1/1/16 9:57,1/1/16 10:05,1,-73.97441101,40.74200821,-74.01490021,40.70927811,N,512
id3682029,2,1/1/16 9:57,1/1/16 10:12,1,-74.00160217,40.74100876,-73.96839142,40.79972076,N,899
id3598319,2,1/1/16 9:59,1/1/16 10:07,1,-73.96367645,40.76353073,-73.98496246,40.75022888,N,475
